,time,TopTrafficLights,BottomTrafficLights,rightTrafficlights,1to2Ped,4to3Ped,2to3Ped,1to4Ped
3938,2942.7,red,red,green,green,green,red,red
3939,2942.8,red,red,green,green,green,red,red
3940,2942.9,red,red,green,green,green,red,red
3941,2943,red,red,green,green,green,red,red
3942,2943.1,red,red,green,green,green,red,red
3943,2943.2,red,red,green,green,green,red,red
3944,2943.3,red,red,green,green,green,red,red
3945,2943.4,red,red,green,green,green,red,red
3946,2943.5,red,red,green,green,green,red,red
3947,2943.6,red,red,green,green,green,red,red
3948,2943.7,red,red,green,green,green,red,red
3949,2943.8,red,red,green,green,green,red,red
3950,2943.9,red,red,green,green,green,red,red
3951,2944,red,red,green,green,green,red,red
3952,2944.1,red,red,green,green,green,red,red
3953,2944.2,red,red,green,green,green,red,red
3954,2944.3,red,red,green,green,green,red,red
3955,2944.4,red,red,green,green,green,red,red
3956,2944.5,red,red,green,green,green,red,red
3957,2944.6,red,red,green,green,green,red,red
3958,2944.7,red,red,green,green,green,red,red
3959,2944.8,red,red,green,green,green,red,red
3960,2944.9,red,red,green,green,green,red,red
3961,2945,red,red,green,green,green,red,red
3962,2945.1,red,red,green,green,green,red,red
3963,2945.2,red,red,green,green,green,red,red
3964,2945.3,red,red,green,green,green,red,red
3965,2945.4,red,red,green,green,green,red,red
3966,2945.5,red,red,green,green,green,red,red
3967,2945.6,red,red,green,green,green,red,red
3968,2945.7,red,red,green,green,green,red,red
3969,2945.8,red,red,green,green,green,red,red
3970,2945.9,red,red,green,green,green,red,red
3971,2946,red,red,green,green,green,red,red
3972,2946.1,red,red,green,green,green,red,red
3973,2946.2,red,red,green,green,green,red,red
3974,2946.3,red,red,green,green,green,red,red
3975,2946.4,red,red,green,green,green,red,red
3976,2946.5,red,red,green,green,green,red,red
3977,2946.6,red,red,green,green,green,red,red
3978,2946.7,red,red,green,green,green,red,red
3979,2946.8,red,red,green,green,green,red,red
3980,2946.9,red,red,green,green,green,red,red
3981,2947,red,red,green,green,green,red,red
3982,2947.1,red,red,green,green,green,red,red
3983,2947.2,red,red,green,green,green,red,red
3984,2947.3,red,red,green,green,green,red,red
3985,2947.4,red,red,green,green,green,red,red
3986,2947.5,red,red,green,green,green,red,red
3987,2947.6,red,red,green,green,green,red,red
3988,2947.7,red,red,green,green,green,red,red
3989,2947.8,red,red,green,green,green,red,red
3990,2947.9,red,red,green,green,green,red,red
3991,2948,red,red,green,green,green,red,red
3992,2948.1,red,red,green,green,green,red,red
3993,2948.2,red,red,green,green,green,red,red
3994,2948.3,green,green,red,red,red,green,green
3995,2948.4,green,green,red,red,red,green,green
3996,2948.5,green,green,red,red,red,green,green
3997,2948.6,green,green,red,red,red,green,green
3998,2948.7,green,green,red,red,red,green,green
3999,2948.8,green,green,red,red,red,green,green
4000,2948.9,green,green,red,red,red,green,green
4001,2949,green,green,red,red,red,green,green
4002,2949.1,green,green,red,red,red,green,green
4003,2949.2,green,green,red,red,red,green,green
4004,2949.3,green,green,red,red,red,green,green
4005,2949.4,green,green,red,red,red,green,green
4006,2949.5,green,green,red,red,red,green,green
4007,2949.6,green,green,red,red,red,green,green
4008,2949.7,green,green,red,red,red,green,green
4009,2949.8,green,green,red,red,red,green,green
4010,2949.9,green,green,red,red,red,green,green
4011,2950,green,green,red,red,red,green,green
4012,2950.1,green,green,red,red,red,green,green
4013,2950.2,green,green,red,red,red,green,green
4014,2950.3,green,green,red,red,red,green,green
4015,2950.4,green,green,red,red,red,green,green
4016,2950.5,green,green,red,red,red,green,green
4017,2950.6,green,green,red,red,red,green,green
4018,2950.7,green,green,red,red,red,green,green
4019,2950.8,green,green,red,red,red,green,green
4020,2950.9,green,green,red,red,red,green,green
4021,2951,green,green,red,red,red,green,green
4022,2951.1,green,green,red,red,red,green,green
4023,2951.2,green,green,red,red,red,green,green
4024,2951.3,green,green,red,red,red,green,green
4025,2951.4,green,green,red,red,red,green,green
4026,2951.5,green,green,red,red,red,green,green
4027,2951.6,green,green,red,red,red,green,green
4028,2951.7,green,green,red,red,red,green,green
4029,2951.8,green,green,red,red,red,green,green
4030,2951.9,green,green,red,red,red,green,green
4031,2952,green,green,red,red,red,green,green
4032,2952.1,green,green,red,red,red,green,green
4033,2952.2,green,green,red,red,red,green,green
4034,2952.3,green,green,red,red,red,green,green
4035,2952.4,green,green,red,red,red,green,green
4036,2952.5,green,green,red,red,red,green,green
4037,2952.6,green,green,red,red,red,green,green
4038,2952.7,green,green,red,red,red,green,green
4039,2952.8,green,green,red,red,red,green,green
4040,2952.9,green,green,red,red,red,green,green
4041,2953,green,green,red,red,red,green,green
4042,2953.1,green,green,red,red,red,green,green
4043,2953.2,green,green,red,red,red,green,green
4044,2953.3,green,green,red,red,red,green,green
4045,2953.4,green,green,red,red,red,green,green
4046,2953.5,green,green,red,red,red,green,green
4047,2953.6,green,green,red,red,red,green,green
4048,2953.7,green,green,red,red,red,green,green
4049,2953.8,green,green,red,red,red,green,green
4050,2953.9,green,green,red,red,red,green,green
4051,2954,green,green,red,red,red,green,green
4052,2954.1,green,green,red,red,red,green,green
4053,2954.2,green,green,red,red,red,green,green
4054,2954.3,green,green,red,red,red,green,green
4055,2954.4,green,green,red,red,red,green,green
4056,2954.5,green,green,red,red,red,green,green
4057,2954.6,green,green,red,red,red,green,green
4058,2954.7,green,green,red,red,red,green,green
4059,2954.8,green,green,red,red,red,green,green
4060,2954.9,green,green,red,red,red,green,green
4061,2955,green,green,red,red,red,green,green
4062,2955.1,green,green,red,red,red,green,green
4063,2955.2,green,green,red,red,red,green,green
4064,2955.3,green,green,red,red,red,green,green
4065,2955.4,green,green,red,red,red,green,green
4066,2955.5,green,green,red,red,red,green,green
4067,2955.6,green,green,red,red,red,green,green
4068,2955.7,green,green,red,red,red,green,green
4069,2955.8,green,green,red,red,red,green,green
4070,2955.9,green,green,red,red,red,green,green
4071,2956,green,green,red,red,red,green,green
4072,2956.1,green,green,red,red,red,green,green
4073,2956.2,green,green,red,red,red,green,green
4074,2956.3,green,green,red,red,red,green,green
4075,2956.4,green,green,red,red,red,green,green
4076,2956.5,green,green,red,red,red,green,green
4077,2956.6,green,green,red,red,red,green,green
4078,2956.7,green,green,red,red,red,green,green
4079,2956.8,green,green,red,red,red,green,green
4080,2956.9,green,green,red,red,red,green,green
4081,2957,green,green,red,red,red,green,green
4082,2957.1,green,green,red,red,red,green,green
4083,2957.2,green,green,red,red,red,green,green
4084,2957.3,green,green,red,red,red,green,green
4085,2957.4,green,green,red,red,red,green,green
4086,2957.5,green,green,red,red,red,green,green
4087,2957.6,green,green,red,red,red,green,green
4088,2957.7,green,green,red,red,red,green,green
4089,2957.8,green,green,red,red,red,green,green
4090,2957.9,red,red,green,green,green,red,red
4091,2958,red,red,green,green,green,red,red
4092,2958.1,red,red,green,green,green,red,red
4093,2958.2,red,red,green,green,green,red,red
4094,2958.3,red,red,green,green,green,red,red
4095,2958.4,red,red,green,green,green,red,red
4096,2958.5,red,red,green,green,green,red,red
4097,2958.6,red,red,green,green,green,red,red
4098,2958.7,red,red,green,green,green,red,red
4099,2958.8,red,red,green,green,green,red,red
4100,2958.9,red,red,green,green,green,red,red
4101,2959,red,red,green,green,green,red,red
4102,2959.1,red,red,green,green,green,red,red
4103,2959.2,red,red,green,green,green,red,red
4104,2959.3,red,red,green,green,green,red,red
4105,2959.4,red,red,green,green,green,red,red
4106,2959.5,red,red,green,green,green,red,red
4107,2959.6,red,red,green,green,green,red,red
4108,2959.7,red,red,green,green,green,red,red
4109,2959.8,red,red,green,green,green,red,red
4110,2959.9,red,red,green,green,green,red,red
4111,2960,red,red,green,green,green,red,red
4112,2960.1,red,red,green,green,green,red,red
4113,2960.2,red,red,green,green,green,red,red
4114,2960.3,red,red,green,green,green,red,red
4115,2960.4,red,red,green,green,green,red,red
4116,2960.5,red,red,green,green,green,red,red
4117,2960.6,red,red,green,green,green,red,red
4118,2960.7,red,red,green,green,green,red,red
4119,2960.8,red,red,green,green,green,red,red
4120,2960.9,red,red,green,green,green,red,red
4121,2961,red,red,green,green,green,red,red
4122,2961.1,red,red,green,green,green,red,red
4123,2961.2,red,red,green,green,green,red,red
4124,2961.3,red,red,green,green,green,red,red
4125,2961.4,red,red,green,green,green,red,red
4126,2961.5,red,red,green,green,green,red,red
4127,2961.6,red,red,green,green,green,red,red
4128,2961.7,red,red,green,green,green,red,red
4129,2961.8,red,red,green,green,green,red,red
4130,2961.9,red,red,green,green,green,red,red
4131,2962,red,red,green,green,green,red,red
4132,2962.1,red,red,green,green,green,red,red
4133,2962.2,red,red,green,green,green,red,red
4134,2962.3,red,red,green,green,green,red,red
4135,2962.4,red,red,green,green,green,red,red
4136,2962.5,red,red,green,green,green,red,red
4137,2962.6,red,red,green,green,green,red,red
4138,2962.7,red,red,green,green,green,red,red
4139,2962.8,red,red,green,green,green,red,red
4140,2962.9,red,red,green,green,green,red,red
4141,2963,red,red,green,green,green,red,red
4142,2963.1,red,red,green,green,green,red,red
4143,2963.2,red,red,green,green,green,red,red
4144,2963.3,red,red,green,green,green,red,red
4145,2963.4,red,red,green,green,green,red,red
4146,2963.5,red,red,green,green,green,red,red
4147,2963.6,red,red,green,green,green,red,red
4148,2963.7,red,red,green,green,green,red,red
4149,2963.8,red,red,green,green,green,red,red
4150,2963.9,red,red,green,green,green,red,red
4151,2964,red,red,green,green,green,red,red
4152,2964.1,red,red,green,green,green,red,red
4153,2964.2,red,red,green,green,green,red,red
4154,2964.3,red,red,green,green,green,red,red
4155,2964.4,red,red,green,green,green,red,red
4156,2964.5,red,red,green,green,green,red,red
4157,2964.6,red,red,green,green,green,red,red
4158,2964.7,red,red,green,green,green,red,red
4159,2964.8,red,red,green,green,green,red,red
4160,2964.9,red,red,green,green,green,red,red
4161,2965,red,red,green,green,green,red,red
4162,2965.1,red,red,green,green,green,red,red
4163,2965.2,red,red,green,green,green,red,red
4164,2965.3,red,red,green,green,green,red,red
4165,2965.4,red,red,green,green,green,red,red
4166,2965.5,red,red,green,green,green,red,red
4167,2965.6,red,red,green,green,green,red,red
4168,2965.7,red,red,green,green,green,red,red
4169,2965.8,red,red,green,green,green,red,red
4170,2965.9,red,red,green,green,green,red,red
4171,2966,red,red,green,green,green,red,red
4172,2966.1,red,red,green,green,green,red,red
4173,2966.2,red,red,green,green,green,red,red
4174,2966.3,red,red,green,green,green,red,red
4175,2966.4,red,red,green,green,green,red,red
4176,2966.5,red,red,green,green,green,red,red
4177,2966.6,red,red,green,green,green,red,red
4178,2966.7,red,red,green,green,green,red,red
4179,2966.8,red,red,green,green,green,red,red
4180,2966.9,red,red,green,green,green,red,red
4181,2967,red,red,green,green,green,red,red
4182,2967.1,red,red,green,green,green,red,red
4183,2967.2,red,red,green,green,green,red,red
4184,2967.3,red,red,green,green,green,red,red
4185,2967.4,red,red,green,green,green,red,red
4186,2967.5,red,red,green,green,green,red,red
4187,2967.6,red,red,green,green,green,red,red
4188,2967.7,red,red,green,green,green,red,red
4189,2967.8,red,red,green,green,green,red,red
4190,2967.9,red,red,green,green,green,red,red
4191,2968,red,red,green,green,green,red,red
4192,2968.1,red,red,green,green,green,red,red
4193,2968.2,red,red,green,green,green,red,red
4194,2968.3,red,red,green,green,green,red,red
4195,2968.4,red,red,green,green,green,red,red
4196,2968.5,red,red,green,green,green,red,red
4197,2968.6,red,red,green,green,green,red,red
4198,2968.7,red,red,green,green,green,red,red
4199,2968.8,red,red,green,green,green,red,red
4200,2968.9,red,red,green,green,green,red,red
4201,2969,red,red,green,green,green,red,red
4202,2969.1,red,red,green,green,green,red,red
4203,2969.2,red,red,green,green,green,red,red
4204,2969.3,red,red,green,green,green,red,red
4205,2969.4,red,red,green,green,green,red,red
4206,2969.5,red,red,green,green,green,red,red
4207,2969.6,red,red,green,green,green,red,red
4208,2969.7,red,red,green,green,green,red,red
4209,2969.8,red,red,green,green,green,red,red
4210,2969.9,red,red,green,green,green,red,red
4211,2970,red,red,green,green,green,red,red
4212,2970.1,red,red,green,green,green,red,red
4213,2970.2,red,red,green,green,green,red,red
4214,2970.3,red,red,green,green,green,red,red
4215,2970.4,red,red,green,green,green,red,red
4216,2970.5,red,red,green,green,green,red,red
4217,2970.6,red,red,green,green,green,red,red
4218,2970.7,red,red,green,green,green,red,red
4219,2970.8,red,red,green,green,green,red,red
4220,2970.9,red,red,green,green,green,red,red
4221,2971,red,red,green,green,green,red,red
4222,2971.1,red,red,green,green,green,red,red
4223,2971.2,red,red,green,green,green,red,red
4224,2971.3,red,red,green,green,green,red,red
4225,2971.4,red,red,green,green,green,red,red
4226,2971.5,red,red,green,green,green,red,red
4227,2971.6,red,red,green,green,green,red,red
4228,2971.7,red,red,green,green,green,red,red
4229,2971.8,red,red,green,green,green,red,red
4230,2971.9,red,red,green,green,green,red,red
4231,2972,red,red,green,green,green,red,red
4232,2972.1,red,red,green,green,green,red,red
4233,2972.2,red,red,green,green,green,red,red
4234,2972.3,red,red,green,green,green,red,red
4235,2972.4,red,red,green,green,green,red,red
4236,2972.5,red,red,green,green,green,red,red
4237,2972.6,red,red,green,green,green,red,red
4238,2972.7,red,red,green,green,green,red,red
4239,2972.8,red,red,green,green,green,red,red
4240,2972.9,red,red,green,green,green,red,red
4241,2973,red,red,green,green,green,red,red
4242,2973.1,red,red,green,green,green,red,red
4243,2973.2,red,red,green,green,green,red,red
4244,2973.3,red,red,green,green,green,red,red
4245,2973.4,red,red,green,green,green,red,red
4246,2973.5,red,red,green,green,green,red,red
4247,2973.6,red,red,green,green,green,red,red
4248,2973.7,red,red,green,green,green,red,red
4249,2973.8,red,red,green,green,green,red,red
4250,2973.9,red,red,green,green,green,red,red
4251,2974,red,red,green,green,green,red,red
4252,2974.1,red,red,green,green,green,red,red
4253,2974.2,red,red,green,green,green,red,red
4254,2974.3,red,red,green,green,green,red,red
4255,2974.4,red,red,green,green,green,red,red
4256,2974.5,red,red,green,green,green,red,red
4257,2974.6,red,red,green,green,green,red,red
4258,2974.7,red,red,green,green,green,red,red
4259,2974.8,red,red,green,green,green,red,red
4260,2974.9,red,red,green,green,green,red,red
4261,2975,red,red,green,green,green,red,red
4262,2975.1,red,red,green,green,green,red,red
4263,2975.2,red,red,green,green,green,red,red
4264,2975.3,red,red,green,green,green,red,red
4265,2975.4,red,red,green,green,green,red,red
4266,2975.5,red,red,green,green,green,red,red
4267,2975.6,red,red,green,green,green,red,red
4268,2975.7,red,red,green,green,green,red,red
4269,2975.8,red,red,green,green,green,red,red
4270,2975.9,red,red,green,green,green,red,red
4271,2976,red,red,green,green,green,red,red
