,time,TopTrafficLights,BottomTrafficLights,rightTrafficlights,1to2Ped,4to3Ped,2to3Ped,1to4Ped
3299,2878.8,green,green,red,red,red,green,green
3300,2878.9,green,green,red,red,red,green,green
3301,2879,green,green,red,red,red,green,green
3302,2879.1,green,green,red,red,red,green,green
3303,2879.2,green,green,red,red,red,green,green
3304,2879.3,green,green,red,red,red,green,green
3305,2879.4,green,green,red,red,red,green,green
3306,2879.5,green,green,red,red,red,green,green
3307,2879.6,green,green,red,red,red,green,green
3308,2879.7,green,green,red,red,red,green,green
3309,2879.8,green,green,red,red,red,green,green
3310,2879.9,green,green,red,red,red,green,green
3311,2880,green,green,red,red,red,green,green
3312,2880.1,green,green,red,red,red,green,green
3313,2880.2,green,green,red,red,red,green,green
3314,2880.3,green,green,red,red,red,green,green
3315,2880.4,green,green,red,red,red,green,green
3316,2880.5,green,green,red,red,red,green,green
3317,2880.6,green,green,red,red,red,green,green
3318,2880.7,green,green,red,red,red,green,green
3319,2880.8,red,red,green,green,green,red,red
3320,2880.9,red,red,green,green,green,red,red
3321,2881,red,red,green,green,green,red,red
3322,2881.1,red,red,green,green,green,red,red
3323,2881.2,red,red,green,green,green,red,red
3324,2881.3,red,red,green,green,green,red,red
3325,2881.4,red,red,green,green,green,red,red
3326,2881.5,red,red,green,green,green,red,red
3327,2881.6,red,red,green,green,green,red,red
3328,2881.7,red,red,green,green,green,red,red
3329,2881.8,red,red,green,green,green,red,red
3330,2881.9,red,red,green,green,green,red,red
3331,2882,red,red,green,green,green,red,red
3332,2882.1,red,red,green,green,green,red,red
3333,2882.2,red,red,green,green,green,red,red
3334,2882.3,red,red,green,green,green,red,red
3335,2882.4,red,red,green,green,green,red,red
3336,2882.5,red,red,green,green,green,red,red
3337,2882.6,red,red,green,green,green,red,red
3338,2882.7,red,red,green,green,green,red,red
3339,2882.8,red,red,green,green,green,red,red
3340,2882.9,red,red,green,green,green,red,red
3341,2883,red,red,green,green,green,red,red
3342,2883.1,red,red,green,green,green,red,red
3343,2883.2,red,red,green,green,green,red,red
3344,2883.3,red,red,green,green,green,red,red
3345,2883.4,red,red,green,green,green,red,red
3346,2883.5,red,red,green,green,green,red,red
3347,2883.6,red,red,green,green,green,red,red
3348,2883.7,red,red,green,green,green,red,red
3349,2883.8,red,red,green,green,green,red,red
3350,2883.9,red,red,green,green,green,red,red
3351,2884,red,red,green,green,green,red,red
3352,2884.1,red,red,green,green,green,red,red
3353,2884.2,red,red,green,green,green,red,red
3354,2884.3,red,red,green,green,green,red,red
3355,2884.4,red,red,green,green,green,red,red
3356,2884.5,red,red,green,green,green,red,red
3357,2884.6,red,red,green,green,green,red,red
3358,2884.7,red,red,green,green,green,red,red
3359,2884.8,red,red,green,green,green,red,red
3360,2884.9,red,red,green,green,green,red,red
3361,2885,red,red,green,green,green,red,red
3362,2885.1,red,red,green,green,green,red,red
3363,2885.2,red,red,green,green,green,red,red
3364,2885.3,red,red,green,green,green,red,red
3365,2885.4,red,red,green,green,green,red,red
3366,2885.5,red,red,green,green,green,red,red
3367,2885.6,red,red,green,green,green,red,red
3368,2885.7,red,red,green,green,green,red,red
3369,2885.8,red,red,green,green,green,red,red
3370,2885.9,red,red,green,green,green,red,red
3371,2886,red,red,green,green,green,red,red
3372,2886.1,red,red,green,green,green,red,red
3373,2886.2,red,red,green,green,green,red,red
3374,2886.3,red,red,green,green,green,red,red
3375,2886.4,red,red,green,green,green,red,red
3376,2886.5,red,red,green,green,green,red,red
3377,2886.6,red,red,green,green,green,red,red
3378,2886.7,red,red,green,green,green,red,red
3379,2886.8,red,red,green,green,green,red,red
3380,2886.9,red,red,green,green,green,red,red
3381,2887,red,red,green,green,green,red,red
3382,2887.1,red,red,green,green,green,red,red
3383,2887.2,red,red,green,green,green,red,red
3384,2887.3,red,red,green,green,green,red,red
3385,2887.4,red,red,green,green,green,red,red
3386,2887.5,red,red,green,green,green,red,red
3387,2887.6,red,red,green,green,green,red,red
3388,2887.7,red,red,green,green,green,red,red
3389,2887.8,red,red,green,green,green,red,red
3390,2887.9,red,red,green,green,green,red,red
3391,2888,red,red,green,green,green,red,red
3392,2888.1,red,red,green,green,green,red,red
3393,2888.2,red,red,green,green,green,red,red
3394,2888.3,red,red,green,green,green,red,red
3395,2888.4,red,red,green,green,green,red,red
3396,2888.5,red,red,green,green,green,red,red
3397,2888.6,red,red,green,green,green,red,red
3398,2888.7,red,red,green,green,green,red,red
3399,2888.8,red,red,green,green,green,red,red
3400,2888.9,red,red,green,green,green,red,red
3401,2889,red,red,green,green,green,red,red
3402,2889.1,red,red,green,green,green,red,red
3403,2889.2,red,red,green,green,green,red,red
3404,2889.3,red,red,green,green,green,red,red
3405,2889.4,red,red,green,green,green,red,red
3406,2889.5,red,red,green,green,green,red,red
3407,2889.6,red,red,green,green,green,red,red
3408,2889.7,red,red,green,green,green,red,red
3409,2889.8,red,red,green,green,green,red,red
3410,2889.9,red,red,green,green,green,red,red
3411,2890,red,red,green,green,green,red,red
3412,2890.1,red,red,green,green,green,red,red
3413,2890.2,red,red,green,green,green,red,red
3414,2890.3,red,red,green,green,green,red,red
3415,2890.4,green,green,red,red,red,green,green
3416,2890.5,green,green,red,red,red,green,green
3417,2890.6,green,green,red,red,red,green,green
3418,2890.7,green,green,red,red,red,green,green
3419,2890.8,green,green,red,red,red,green,green
3420,2890.9,green,green,red,red,red,green,green
3421,2891,green,green,red,red,red,green,green
3422,2891.1,green,green,red,red,red,green,green
3423,2891.2,green,green,red,red,red,green,green
3424,2891.3,green,green,red,red,red,green,green
3425,2891.4,green,green,red,red,red,green,green
3426,2891.5,green,green,red,red,red,green,green
3427,2891.6,green,green,red,red,red,green,green
3428,2891.7,green,green,red,red,red,green,green
3429,2891.8,green,green,red,red,red,green,green
3430,2891.9,green,green,red,red,red,green,green
3431,2892,green,green,red,red,red,green,green
3432,2892.1,green,green,red,red,red,green,green
3433,2892.2,green,green,red,red,red,green,green
3434,2892.3,green,green,red,red,red,green,green
3435,2892.4,green,green,red,red,red,green,green
3436,2892.5,green,green,red,red,red,green,green
3437,2892.6,green,green,red,red,red,green,green
3438,2892.7,green,green,red,red,red,green,green
3439,2892.8,green,green,red,red,red,green,green
3440,2892.9,green,green,red,red,red,green,green
3441,2893,green,green,red,red,red,green,green
3442,2893.1,green,green,red,red,red,green,green
3443,2893.2,green,green,red,red,red,green,green
3444,2893.3,green,green,red,red,red,green,green
3445,2893.4,green,green,red,red,red,green,green
3446,2893.5,green,green,red,red,red,green,green
3447,2893.6,green,green,red,red,red,green,green
3448,2893.7,green,green,red,red,red,green,green
3449,2893.8,green,green,red,red,red,green,green
3450,2893.9,green,green,red,red,red,green,green
3451,2894,green,green,red,red,red,green,green
3452,2894.1,green,green,red,red,red,green,green
3453,2894.2,green,green,red,red,red,green,green
3454,2894.3,green,green,red,red,red,green,green
3455,2894.4,green,green,red,red,red,green,green
3456,2894.5,green,green,red,red,red,green,green
3457,2894.6,green,green,red,red,red,green,green
3458,2894.7,green,green,red,red,red,green,green
3459,2894.8,green,green,red,red,red,green,green
3460,2894.9,green,green,red,red,red,green,green
3461,2895,green,green,red,red,red,green,green
3462,2895.1,green,green,red,red,red,green,green
3463,2895.2,green,green,red,red,red,green,green
3464,2895.3,green,green,red,red,red,green,green
3465,2895.4,green,green,red,red,red,green,green
3466,2895.5,green,green,red,red,red,green,green
3467,2895.6,green,green,red,red,red,green,green
3468,2895.7,green,green,red,red,red,green,green
3469,2895.8,green,green,red,red,red,green,green
3470,2895.9,green,green,red,red,red,green,green
3471,2896,green,green,red,red,red,green,green
3472,2896.1,green,green,red,red,red,green,green
3473,2896.2,green,green,red,red,red,green,green
3474,2896.3,green,green,red,red,red,green,green
3475,2896.4,green,green,red,red,red,green,green
3476,2896.5,green,green,red,red,red,green,green
3477,2896.6,green,green,red,red,red,green,green
3478,2896.7,green,green,red,red,red,green,green
3479,2896.8,green,green,red,red,red,green,green
3480,2896.9,green,green,red,red,red,green,green
3481,2897,green,green,red,red,red,green,green
3482,2897.1,green,green,red,red,red,green,green
3483,2897.2,green,green,red,red,red,green,green
3484,2897.3,green,green,red,red,red,green,green
3485,2897.4,green,green,red,red,red,green,green
3486,2897.5,green,green,red,red,red,green,green
3487,2897.6,green,green,red,red,red,green,green
3488,2897.7,green,green,red,red,red,green,green
3489,2897.8,green,green,red,red,red,green,green
3490,2897.9,green,green,red,red,red,green,green
3491,2898,green,green,red,red,red,green,green
3492,2898.1,green,green,red,red,red,green,green
3493,2898.2,green,green,red,red,red,green,green
3494,2898.3,green,green,red,red,red,green,green
3495,2898.4,green,green,red,red,red,green,green
3496,2898.5,green,green,red,red,red,green,green
3497,2898.6,green,green,red,red,red,green,green
3498,2898.7,green,green,red,red,red,green,green
3499,2898.8,green,green,red,red,red,green,green
3500,2898.9,green,green,red,red,red,green,green
3501,2899,green,green,red,red,red,green,green
3502,2899.1,green,green,red,red,red,green,green
3503,2899.2,green,green,red,red,red,green,green
3504,2899.3,green,green,red,red,red,green,green
3505,2899.4,green,green,red,red,red,green,green
3506,2899.5,green,green,red,red,red,green,green
3507,2899.6,green,green,red,red,red,green,green
3508,2899.7,green,green,red,red,red,green,green
3509,2899.8,green,green,red,red,red,green,green
3510,2899.9,green,green,red,red,red,green,green
3511,2900,green,green,red,red,red,green,green
3512,2900.1,green,green,red,red,red,green,green
3513,2900.2,green,green,red,red,red,green,green
3514,2900.3,green,green,red,red,red,green,green
3515,2900.4,green,green,red,red,red,green,green
3516,2900.5,green,green,red,red,red,green,green
3517,2900.6,green,green,red,red,red,green,green
3518,2900.7,green,green,red,red,red,green,green
3519,2900.8,green,green,red,red,red,green,green
3520,2900.9,green,green,red,red,red,green,green
3521,2901,green,green,red,red,red,green,green
3522,2901.1,green,green,red,red,red,green,green
3523,2901.2,green,green,red,red,red,green,green
3524,2901.3,green,green,red,red,red,green,green
3525,2901.4,green,green,red,red,red,green,green
3526,2901.5,green,green,red,red,red,green,green
3527,2901.6,green,green,red,red,red,green,green
3528,2901.7,red,red,green,green,green,red,red
3529,2901.8,red,red,green,green,green,red,red
3530,2901.9,red,red,green,green,green,red,red
3531,2902,red,red,green,green,green,red,red
3532,2902.1,red,red,green,green,green,red,red
3533,2902.2,red,red,green,green,green,red,red
3534,2902.3,red,red,green,green,green,red,red
3535,2902.4,red,red,green,green,green,red,red
3536,2902.5,red,red,green,green,green,red,red
3537,2902.6,red,red,green,green,green,red,red
3538,2902.7,red,red,green,green,green,red,red
3539,2902.8,red,red,green,green,green,red,red
3540,2902.9,red,red,green,green,green,red,red
3541,2903,red,red,green,green,green,red,red
3542,2903.1,red,red,green,green,green,red,red
3543,2903.2,red,red,green,green,green,red,red
3544,2903.3,red,red,green,green,green,red,red
3545,2903.4,red,red,green,green,green,red,red
3546,2903.5,red,red,green,green,green,red,red
3547,2903.6,red,red,green,green,green,red,red
3548,2903.7,red,red,green,green,green,red,red
3549,2903.8,red,red,green,green,green,red,red
3550,2903.9,red,red,green,green,green,red,red
3551,2904,red,red,green,green,green,red,red
3552,2904.1,red,red,green,green,green,red,red
3553,2904.2,red,red,green,green,green,red,red
3554,2904.3,red,red,green,green,green,red,red
3555,2904.4,red,red,green,green,green,red,red
3556,2904.5,red,red,green,green,green,red,red
3557,2904.6,red,red,green,green,green,red,red
3558,2904.7,red,red,green,green,green,red,red
3559,2904.8,red,red,green,green,green,red,red
3560,2904.9,red,red,green,green,green,red,red
3561,2905,red,red,green,green,green,red,red
3562,2905.1,red,red,green,green,green,red,red
3563,2905.2,red,red,green,green,green,red,red
3564,2905.3,red,red,green,green,green,red,red
3565,2905.4,red,red,green,green,green,red,red
3566,2905.5,red,red,green,green,green,red,red
3567,2905.6,red,red,green,green,green,red,red
3568,2905.7,red,red,green,green,green,red,red
3569,2905.8,red,red,green,green,green,red,red
3570,2905.9,red,red,green,green,green,red,red
3571,2906,red,red,green,green,green,red,red
3572,2906.1,red,red,green,green,green,red,red
3573,2906.2,red,red,green,green,green,red,red
3574,2906.3,red,red,green,green,green,red,red
3575,2906.4,red,red,green,green,green,red,red
3576,2906.5,red,red,green,green,green,red,red
3577,2906.6,red,red,green,green,green,red,red
3578,2906.7,red,red,green,green,green,red,red
3579,2906.8,red,red,green,green,green,red,red
3580,2906.9,red,red,green,green,green,red,red
3581,2907,red,red,green,green,green,red,red
3582,2907.1,red,red,green,green,green,red,red
3583,2907.2,red,red,green,green,green,red,red
3584,2907.3,red,red,green,green,green,red,red
3585,2907.4,red,red,green,green,green,red,red
3586,2907.5,red,red,green,green,green,red,red
3587,2907.6,red,red,green,green,green,red,red
3588,2907.7,red,red,green,green,green,red,red
3589,2907.8,red,red,green,green,green,red,red
3590,2907.9,red,red,green,green,green,red,red
3591,2908,red,red,green,green,green,red,red
3592,2908.1,red,red,green,green,green,red,red
3593,2908.2,red,red,green,green,green,red,red
3594,2908.3,red,red,green,green,green,red,red
3595,2908.4,red,red,green,green,green,red,red
3596,2908.5,red,red,green,green,green,red,red
3597,2908.6,red,red,green,green,green,red,red
3598,2908.7,red,red,green,green,green,red,red
3599,2908.8,red,red,green,green,green,red,red
3600,2908.9,red,red,green,green,green,red,red
3601,2909,red,red,green,green,green,red,red
3602,2909.1,red,red,green,green,green,red,red
3603,2909.2,red,red,green,green,green,red,red
3604,2909.3,red,red,green,green,green,red,red
3605,2909.4,red,red,green,green,green,red,red
3606,2909.5,red,red,green,green,green,red,red
3607,2909.6,red,red,green,green,green,red,red
3608,2909.7,red,red,green,green,green,red,red
3609,2909.8,red,red,green,green,green,red,red
3610,2909.9,red,red,green,green,green,red,red
3611,2910,red,red,green,green,green,red,red
3612,2910.1,red,red,green,green,green,red,red
3613,2910.2,red,red,green,green,green,red,red
3614,2910.3,red,red,green,green,green,red,red
3615,2910.4,red,red,green,green,green,red,red
3616,2910.5,red,red,green,green,green,red,red
3617,2910.6,red,red,green,green,green,red,red
3618,2910.7,red,red,green,green,green,red,red
3619,2910.8,red,red,green,green,green,red,red
3620,2910.9,red,red,green,green,green,red,red
3621,2911,red,red,green,green,green,red,red
3622,2911.1,red,red,green,green,green,red,red
3623,2911.2,red,red,green,green,green,red,red
3624,2911.3,red,red,green,green,green,red,red
3625,2911.4,red,red,green,green,green,red,red
3626,2911.5,red,red,green,green,green,red,red
3627,2911.6,red,red,green,green,green,red,red
3628,2911.7,red,red,green,green,green,red,red
3629,2911.8,red,red,green,green,green,red,red
3630,2911.9,red,red,green,green,green,red,red
3631,2912,red,red,green,green,green,red,red
3632,2912.1,red,red,green,green,green,red,red
3633,2912.2,red,red,green,green,green,red,red
3634,2912.3,red,red,green,green,green,red,red
3635,2912.4,red,red,green,green,green,red,red
3636,2912.5,red,red,green,green,green,red,red
3637,2912.6,red,red,green,green,green,red,red
3638,2912.7,red,red,green,green,green,red,red
3639,2912.8,red,red,green,green,green,red,red
3640,2912.9,red,red,green,green,green,red,red
3641,2913,red,red,green,green,green,red,red
3642,2913.1,red,red,green,green,green,red,red
3643,2913.2,red,red,green,green,green,red,red
3644,2913.3,red,red,green,green,green,red,red
3645,2913.4,red,red,green,green,green,red,red
3646,2913.5,red,red,green,green,green,red,red
3647,2913.6,red,red,green,green,green,red,red
3648,2913.7,red,red,green,green,green,red,red
3649,2913.8,red,red,green,green,green,red,red
3650,2913.9,red,red,green,green,green,red,red
3651,2914,red,red,green,green,green,red,red
3652,2914.1,red,red,green,green,green,red,red
3653,2914.2,red,red,green,green,green,red,red
3654,2914.3,red,red,green,green,green,red,red
3655,2914.4,red,red,green,green,green,red,red
3656,2914.5,red,red,green,green,green,red,red
3657,2914.6,red,red,green,green,green,red,red
3658,2914.7,red,red,green,green,green,red,red
3659,2914.8,red,red,green,green,green,red,red
3660,2914.9,red,red,green,green,green,red,red
3661,2915,red,red,green,green,green,red,red
3662,2915.1,red,red,green,green,green,red,red
3663,2915.2,red,red,green,green,green,red,red
3664,2915.3,red,red,green,green,green,red,red
3665,2915.4,red,red,green,green,green,red,red
3666,2915.5,red,red,green,green,green,red,red
3667,2915.6,red,red,green,green,green,red,red
3668,2915.7,red,red,green,green,green,red,red
3669,2915.8,red,red,green,green,green,red,red
3670,2915.9,red,red,green,green,green,red,red
3671,2916,red,red,green,green,green,red,red
3672,2916.1,red,red,green,green,green,red,red
3673,2916.2,red,red,green,green,green,red,red
3674,2916.3,red,red,green,green,green,red,red
3675,2916.4,red,red,green,green,green,red,red
3676,2916.5,red,red,green,green,green,red,red
3677,2916.6,red,red,green,green,green,red,red
3678,2916.7,red,red,green,green,green,red,red
3679,2916.8,red,red,green,green,green,red,red
3680,2916.9,red,red,green,green,green,red,red
3681,2917,red,red,green,green,green,red,red
3682,2917.1,red,red,green,green,green,red,red
3683,2917.2,red,red,green,green,green,red,red
3684,2917.3,red,red,green,green,green,red,red
3685,2917.4,red,red,green,green,green,red,red
3686,2917.5,red,red,green,green,green,red,red
3687,2917.6,red,red,green,green,green,red,red
3688,2917.7,red,red,green,green,green,red,red
3689,2917.8,red,red,green,green,green,red,red
3690,2917.9,red,red,green,green,green,red,red
3691,2918,red,red,green,green,green,red,red
3692,2918.1,red,red,green,green,green,red,red
3693,2918.2,red,red,green,green,green,red,red
3694,2918.3,red,red,green,green,green,red,red
3695,2918.4,red,red,green,green,green,red,red
3696,2918.5,red,red,green,green,green,red,red
3697,2918.6,red,red,green,green,green,red,red
3698,2918.7,red,red,green,green,green,red,red
3699,2918.8,red,red,green,green,green,red,red
3700,2918.9,red,red,green,green,green,red,red
3701,2919,red,red,green,green,green,red,red
3702,2919.1,red,red,green,green,green,red,red
3703,2919.2,red,red,green,green,green,red,red
3704,2919.3,red,red,green,green,green,red,red
3705,2919.4,red,red,green,green,green,red,red
3706,2919.5,red,red,green,green,green,red,red
3707,2919.6,red,red,green,green,green,red,red
3708,2919.7,red,red,green,green,green,red,red
3709,2919.8,red,red,green,green,green,red,red
3710,2919.9,red,red,green,green,green,red,red
3711,2920,red,red,green,green,green,red,red
3712,2920.1,red,red,green,green,green,red,red
3713,2920.2,red,red,green,green,green,red,red
3714,2920.3,red,red,green,green,green,red,red
3715,2920.4,red,red,green,green,green,red,red
3716,2920.5,red,red,green,green,green,red,red
3717,2920.6,red,red,green,green,green,red,red
3718,2920.7,red,red,green,green,green,red,red
3719,2920.8,red,red,green,green,green,red,red
3720,2920.9,red,red,green,green,green,red,red
3721,2921,red,red,green,green,green,red,red
3722,2921.1,red,red,green,green,green,red,red
3723,2921.2,red,red,green,green,green,red,red
3724,2921.3,red,red,green,green,green,red,red
3725,2921.4,red,red,green,green,green,red,red
3726,2921.5,red,red,green,green,green,red,red
3727,2921.6,red,red,green,green,green,red,red
3728,2921.7,red,red,green,green,green,red,red
3729,2921.8,red,red,green,green,green,red,red
3730,2921.9,red,red,green,green,green,red,red
3731,2922,red,red,green,green,green,red,red
3732,2922.1,red,red,green,green,green,red,red
3733,2922.2,red,red,green,green,green,red,red
3734,2922.3,red,red,green,green,green,red,red
3735,2922.4,red,red,green,green,green,red,red
3736,2922.5,red,red,green,green,green,red,red
3737,2922.6,red,red,green,green,green,red,red
3738,2922.7,red,red,green,green,green,red,red
3739,2922.8,red,red,green,green,green,red,red
3740,2922.9,red,red,green,green,green,red,red
3741,2923,red,red,green,green,green,red,red
3742,2923.1,red,red,green,green,green,red,red
3743,2923.2,red,red,green,green,green,red,red
3744,2923.3,red,red,green,green,green,red,red
3745,2923.4,red,red,green,green,green,red,red
3746,2923.5,red,red,green,green,green,red,red
3747,2923.6,red,red,green,green,green,red,red
3748,2923.7,red,red,green,green,green,red,red
3749,2923.8,red,red,green,green,green,red,red
3750,2923.9,red,red,green,green,green,red,red
3751,2924,red,red,green,green,green,red,red
3752,2924.1,red,red,green,green,green,red,red
3753,2924.2,red,red,green,green,green,red,red
3754,2924.3,red,red,green,green,green,red,red
3755,2924.4,red,red,green,green,green,red,red
3756,2924.5,red,red,green,green,green,red,red
3757,2924.6,red,red,green,green,green,red,red
3758,2924.7,red,red,green,green,green,red,red
3759,2924.8,red,red,green,green,green,red,red
3760,2924.9,red,red,green,green,green,red,red
3761,2925,red,red,green,green,green,red,red
3762,2925.1,red,red,green,green,green,red,red
3763,2925.2,red,red,green,green,green,red,red
3764,2925.3,red,red,green,green,green,red,red
3765,2925.4,red,red,green,green,green,red,red
3766,2925.5,red,red,green,green,green,red,red
3767,2925.6,red,red,green,green,green,red,red
3768,2925.7,red,red,green,green,green,red,red
3769,2925.8,red,red,green,green,green,red,red
3770,2925.9,red,red,green,green,green,red,red
3771,2926,red,red,green,green,green,red,red
3772,2926.1,red,red,green,green,green,red,red
3773,2926.2,red,red,green,green,green,red,red
3774,2926.3,red,red,green,green,green,red,red
3775,2926.4,red,red,green,green,green,red,red
3776,2926.5,red,red,green,green,green,red,red
3777,2926.6,red,red,green,green,green,red,red
3778,2926.7,red,red,green,green,green,red,red
3779,2926.8,red,red,green,green,green,red,red
3780,2926.9,red,red,green,green,green,red,red
3781,2927,red,red,green,green,green,red,red
3782,2927.1,red,red,green,green,green,red,red
3783,2927.2,red,red,green,green,green,red,red
3784,2927.3,red,red,green,green,green,red,red
3785,2927.4,red,red,green,green,green,red,red
3786,2927.5,red,red,green,green,green,red,red
3787,2927.6,red,red,green,green,green,red,red
3788,2927.7,red,red,green,green,green,red,red
3789,2927.8,red,red,green,green,green,red,red
3790,2927.9,red,red,green,green,green,red,red
3791,2928,red,red,green,green,green,red,red
3792,2928.1,red,red,green,green,green,red,red
3793,2928.2,red,red,green,green,green,red,red
3794,2928.3,red,red,green,green,green,red,red
3795,2928.4,red,red,green,green,green,red,red
3796,2928.5,red,red,green,green,green,red,red
3797,2928.6,red,red,green,green,green,red,red
3798,2928.7,red,red,green,green,green,red,red
3799,2928.8,red,red,green,green,green,red,red
3800,2928.9,red,red,green,green,green,red,red
3801,2929,red,red,green,green,green,red,red
3802,2929.1,red,red,green,green,green,red,red
3803,2929.2,red,red,green,green,green,red,red
3804,2929.3,red,red,green,green,green,red,red
3805,2929.4,red,red,green,green,green,red,red
3806,2929.5,red,red,green,green,green,red,red
3807,2929.6,red,red,green,green,green,red,red
3808,2929.7,red,red,green,green,green,red,red
3809,2929.8,red,red,green,green,green,red,red
3810,2929.9,red,red,green,green,green,red,red
3811,2930,red,red,green,green,green,red,red
3812,2930.1,red,red,green,green,green,red,red
3813,2930.2,red,red,green,green,green,red,red
3814,2930.3,red,red,green,green,green,red,red
3815,2930.4,red,red,green,green,green,red,red
3816,2930.5,red,red,green,green,green,red,red
3817,2930.6,red,red,green,green,green,red,red
3818,2930.7,red,red,green,green,green,red,red
3819,2930.8,red,red,green,green,green,red,red
3820,2930.9,red,red,green,green,green,red,red
3821,2931,red,red,green,green,green,red,red
3822,2931.1,red,red,green,green,green,red,red
3823,2931.2,red,red,green,green,green,red,red
3824,2931.3,red,red,green,green,green,red,red
3825,2931.4,red,red,green,green,green,red,red
3826,2931.5,red,red,green,green,green,red,red
3827,2931.6,red,red,green,green,green,red,red
3828,2931.7,red,red,green,green,green,red,red
3829,2931.8,red,red,green,green,green,red,red
3830,2931.9,red,red,green,green,green,red,red
3831,2932,red,red,green,green,green,red,red
3832,2932.1,red,red,green,green,green,red,red
3833,2932.2,red,red,green,green,green,red,red
3834,2932.3,red,red,green,green,green,red,red
3835,2932.4,red,red,green,green,green,red,red
3836,2932.5,red,red,green,green,green,red,red
3837,2932.6,red,red,green,green,green,red,red
3838,2932.7,red,red,green,green,green,red,red
3839,2932.8,red,red,green,green,green,red,red
3840,2932.9,red,red,green,green,green,red,red
3841,2933,red,red,green,green,green,red,red
3842,2933.1,red,red,green,green,green,red,red
3843,2933.2,red,red,green,green,green,red,red
3844,2933.3,red,red,green,green,green,red,red
3845,2933.4,red,red,green,green,green,red,red
3846,2933.5,red,red,green,green,green,red,red
3847,2933.6,red,red,green,green,green,red,red
3848,2933.7,red,red,green,green,green,red,red
3849,2933.8,red,red,green,green,green,red,red
3850,2933.9,red,red,green,green,green,red,red
3851,2934,red,red,green,green,green,red,red
3852,2934.1,red,red,green,green,green,red,red
3853,2934.2,red,red,green,green,green,red,red
3854,2934.3,red,red,green,green,green,red,red
3855,2934.4,red,red,green,green,green,red,red
3856,2934.5,red,red,green,green,green,red,red
3857,2934.6,red,red,green,green,green,red,red
3858,2934.7,red,red,green,green,green,red,red
3859,2934.8,red,red,green,green,green,red,red
3860,2934.9,red,red,green,green,green,red,red
3861,2935,red,red,green,green,green,red,red
3862,2935.1,red,red,green,green,green,red,red
3863,2935.2,red,red,green,green,green,red,red
3864,2935.3,red,red,green,green,green,red,red
3865,2935.4,red,red,green,green,green,red,red
3866,2935.5,red,red,green,green,green,red,red
3867,2935.6,red,red,green,green,green,red,red
3868,2935.7,red,red,green,green,green,red,red
3869,2935.8,red,red,green,green,green,red,red
3870,2935.9,red,red,green,green,green,red,red
3871,2936,red,red,green,green,green,red,red
3872,2936.1,red,red,green,green,green,red,red
3873,2936.2,red,red,green,green,green,red,red
3874,2936.3,red,red,green,green,green,red,red
3875,2936.4,red,red,green,green,green,red,red
3876,2936.5,red,red,green,green,green,red,red
3877,2936.6,red,red,green,green,green,red,red
3878,2936.7,red,red,green,green,green,red,red
3879,2936.8,red,red,green,green,green,red,red
3880,2936.9,red,red,green,green,green,red,red
3881,2937,red,red,green,green,green,red,red
3882,2937.1,red,red,green,green,green,red,red
3883,2937.2,red,red,green,green,green,red,red
3884,2937.3,red,red,green,green,green,red,red
3885,2937.4,red,red,green,green,green,red,red
3886,2937.5,red,red,green,green,green,red,red
3887,2937.6,red,red,green,green,green,red,red
3888,2937.7,red,red,green,green,green,red,red
3889,2937.8,red,red,green,green,green,red,red
3890,2937.9,red,red,green,green,green,red,red
3891,2938,red,red,green,green,green,red,red
3892,2938.1,red,red,green,green,green,red,red
3893,2938.2,red,red,green,green,green,red,red
3894,2938.3,red,red,green,green,green,red,red
3895,2938.4,red,red,green,green,green,red,red
3896,2938.5,red,red,green,green,green,red,red
3897,2938.6,red,red,green,green,green,red,red
3898,2938.7,red,red,green,green,green,red,red
3899,2938.8,red,red,green,green,green,red,red
3900,2938.9,red,red,green,green,green,red,red
3901,2939,red,red,green,green,green,red,red
3902,2939.1,red,red,green,green,green,red,red
3903,2939.2,red,red,green,green,green,red,red
3904,2939.3,red,red,green,green,green,red,red
3905,2939.4,red,red,green,green,green,red,red
3906,2939.5,red,red,green,green,green,red,red
3907,2939.6,red,red,green,green,green,red,red
3908,2939.7,red,red,green,green,green,red,red
3909,2939.8,red,red,green,green,green,red,red
3910,2939.9,red,red,green,green,green,red,red
3911,2940,red,red,green,green,green,red,red
3912,2940.1,red,red,green,green,green,red,red
3913,2940.2,red,red,green,green,green,red,red
3914,2940.3,red,red,green,green,green,red,red
3915,2940.4,red,red,green,green,green,red,red
3916,2940.5,red,red,green,green,green,red,red
3917,2940.6,red,red,green,green,green,red,red
3918,2940.7,red,red,green,green,green,red,red
3919,2940.8,red,red,green,green,green,red,red
3920,2940.9,red,red,green,green,green,red,red
3921,2941,red,red,green,green,green,red,red
3922,2941.1,red,red,green,green,green,red,red
3923,2941.2,red,red,green,green,green,red,red
3924,2941.3,red,red,green,green,green,red,red
3925,2941.4,red,red,green,green,green,red,red
3926,2941.5,red,red,green,green,green,red,red
3927,2941.6,red,red,green,green,green,red,red
3928,2941.7,red,red,green,green,green,red,red
3929,2941.8,red,red,green,green,green,red,red
3930,2941.9,red,red,green,green,green,red,red
3931,2942,red,red,green,green,green,red,red
3932,2942.1,red,red,green,green,green,red,red
3933,2942.2,red,red,green,green,green,red,red
3934,2942.3,red,red,green,green,green,red,red
3935,2942.4,red,red,green,green,green,red,red
3936,2942.5,red,red,green,green,green,red,red
3937,2942.6,red,red,green,green,green,red,red
